isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,dominant_color,category_group
9780060518653,0060518650,Letters from the Earth,Uncensored Writings,Mark Twain,Literary Criticism,http://books.google.com/books/content?id=uURT_Dwfby0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""I have told you nothing about man that is not true."" You must pardon me if I repeat that remark now and then in these letters; I want you to take seriously the things I am telling you, and I feel that if I were in your place and you in mine, I should need that reminder from time to time, to keep my credulity from flagging. In Letters from the Earth, Twain presents himself as the Father of History -- reviewing and interpreting events from the Garden of Eden through the Fall and the Flood, translating the papers of Adam and his descendants through the generations. First published fifty years after his death, this eclectic collection is vintage Twain: sharp, witty, imaginative, complex, and wildly funny.",2004.0,4.22,321.0,6447.0,"rgb(249, 249, 233)",Arts & Leisure Time
9780060521226,0060521228,The Whipping Boy,,Sid Fleischman,Juvenile Fiction,http://books.google.com/books/content?id=zxTR6u81GY8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A Prince and a Pauper Jemmy, once a poor boy living on the streets, now lives in a castle. As the whipping boy, he bears the punishment when Prince Brat misbehaves, for it is forbidden to spank, thrash, or whack the heir to the throne. The two boys have nothing in common and even less reason to like one another. But when they find themselves taken hostage after running away, they are left with no choice but to trust each other.",2003.0,3.56,90.0,19910.0,"rgb(60, 69, 76)",Fiction
9780060521998,0060521996,The Innovator's Dilemma,The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,Business & Economics,http://books.google.com/books/content?id=qZxlDIzXyqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In this revolutionary bestseller, Harvard professor Clayton M. Christensen says outstanding companies can do everything right and still lose their market leadership -- or worse, disappear completely. And he not only proves what he says, he tells others how to avoid a similar fate. Focusing on ""disruptive technology"" -- the Honda Super Cub, Intel's 8088 processor, or the hydraulic excavator, for example -- Christensen shows why most companies miss ""the next great wave."" Whether in electronics or retailing, a successful company with established products will get pushed aside unless managers know when to abandon traditional business practices. Using the lessons of successes and failures from leading companies, The Innovator's Dilemma presents a set of rules for capitalizing on the phenomenon of disruptive innovation. Find out: When it is right not to listen to customers. When to invest in developing lower-performance products that promise lower margins. When to pursue small markets at the expense of seemingly larger and more lucrative ones. Sharp, cogent, and provocative, The Innovator's Dilemma is one of the most talked-about books of our time -- and one no savvy manager or entrepreneur should be without.",2003.0,3.99,286.0,28568.0,"rgb(212, 213, 87)",Guides
9780060525118,0060525118,Size 12 Is Not Fat,A Heather Wells Mystery,Meg Cabot,Fiction,,"Former pop star Heather Wells has left behind hordes of screaming fans, to settle into a new adult life, but when strange things start happening at her college, she finds herself once again in the spotlight, this time starring as a spunky female detective. Original. 100,000 first printing.",2006.0,3.74,345.0,73592.0,"rgb(240,240,240)",Fiction
9780060527983,0060527986,Warrior of the Light,A Manual,Paulo Coelho,Fiction,http://books.google.com/books/content?id=yH0zlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Warrior of the Light: A Manual is an inspirational companion to The Alchemist, an international bestseller that has beguiled millions of readers around the world. Every short passage invites us to live out our dreams, to embrace the uncertainty of life, and to rise to our own unique destiny. In his inimitable style, Paulo Coelho helps bring out the Warrior of the Light within each of us. He also shows readers how to embark upon the way of the Warrior: the one who appreciates the miracle of being alive, the one who accepts failure, and the one whose quest leads him to become the person he wants to be. Paulo Coelho is one of the most beloved storytellers of our time. Now, in the long-awaited companion to his first novel, Coelho presents a collection of philosophical stories that will delight and guide seekers everywhere.",2004.0,3.7,142.0,21578.0,"rgb(38, 140, 162)",Fiction
9780060527990,0060527994,The Devil and Miss Prym,A Novel of Temptation,Paulo Coelho,Fiction,http://books.google.com/books/content?id=TpR7JDmg9DoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A community devoured by greed, cowardice, and fear. A man persecuted by the ghosts of his painful past. A young woman searching for happiness. In one eventful week, each will face questions of life, death, and power, and each will choose a path. Will they choose good or evil? In the remote village of Viscos -- a village too small to be on any map, a place where time seems to stand still -- a stranger arrives, carrying with him a backpack containing a notebook and eleven gold bars. He comes searching for the answer to a question that torments him: Are human beings, in essence, good or evil? In welcoming the mysterious foreigner, the whole village becomes an accomplice to his sophisticated plot, which will forever mark their lives. Paulo Coelho's stunning novel explores the timeless struggle between good and evil, and brings to our everyday dilemmas fresh perspective: incentive to master the fear that prevents us from following our dreams, from being different, from truly living. The Devil and Miss Prym is a story charged with emotion, in which the integrity of being human meets a terrifying test.",2006.0,3.6,205.0,46113.0,"rgb(215, 246, 222)",Fiction
9780060529574,0060529571,The Big Bing,"Black Holes of Time Management, Gaseous Executive Bodies, Exploding Careers, and Other Theories on the Origins of the Business Universe",Stanley Bing,Business & Economics,http://books.google.com/books/content?id=Cb3MlgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A corporate mole's-eye view of the society in which we all live and toil, creating one of the most entertaining, thought provoking, and just plain funny bodies of work in contemporary letters. Stanley Bing knows whereof he speaks. He has lived the last two decades working inside a gigantic multinational corporation, kicking and screaming all the way up the ladder. He has seen it all -- mergers, acquisitions, layoffs, the death of the three-martini lunch -- and has himself been painfully re-engineered a number of times. He has eaten and drunk way too much, stayed in hotels far too good for him, waited for limousines in the pouring rain, and enjoyed it all. Sort of. Most importantly, Bing has seen management at its best and worst, and has practiced both as he made the transition from an inexperienced player who hated pompous senior management to a polished strategist who kind of sees its point of view now and then. In one essential volume, here is all you need to know to master your career, your life, and when necessary, other weaker life forms.",2006.0,3.08,368.0,26.0,"rgb(36, 31, 32)",Guides
9780060531041,0060531045,One Hundred Years of Solitude,,Gabriel Garcia Marquez,Fiction,http://books.google.com/books/content?id=pgPWOaOctq8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"One of the 20th century's enduring works, One Hundred Years of Solitude is a widely beloved and acclaimed novel known throughout the world, and the ultimate achievement in a Nobel Prize–winning career. The novel tells the story of the rise and fall of the mythical town of Macondo through the history of the Buendía family. It is a rich and brilliant chronicle of life and death, and the tragicomedy of humankind. In the noble, ridiculous, beautiful, and tawdry story of the Buendía family, one sees all of humanity, just as in the history, myths, growth, and decay of Macondo, one sees all of Latin America. Love and lust, war and revolution, riches and poverty, youth and senility -- the variety of life, the endlessness of death, the search for peace and truth -- these universal themes dominate the novel. Whether he is describing an affair of passion or the voracity of capitalism and the corruption of government, Gabriel García Márquez always writes with the simplicity, ease, and purity that are the mark of a master. Alternately reverential and comical, One Hundred Years of Solitude weaves the political, personal, and spiritual to bring a new consciousness to storytelling. Translated into dozens of languages, this stunning work is no less than an accounting of the history of the human race.",2003.0,4.06,417.0,547207.0,"rgb(104, 156, 63)",Fiction
9780060535117,0060535113,Walt Whitman,A Life,Justin Kaplan,Biography & Autobiography,http://books.google.com/books/content?id=BMLXGLY9OzoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Whitman's genius, passions, poetry, and androgynous sensibility entwined to create an exuberant life amid the turbulent American mid-nineteenth century. In vivid detail, Kaplan examines the mysterious selves of the enigmatic man who celebrated the freedom and dignity of the individual and sang the praises of democracy and the brotherhood of man.",2003.0,3.99,464.0,210.0,"rgb(236, 232, 201)",Non-Fiction
9780060539092,0060539097,How to Make Love Like a Porn Star,A Cautionary Tale,Jenna Jameson;Neil Strauss,Biography & Autobiography,http://books.google.com/books/content?id=qjZzQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When the stewardess brought me off the plane in a wheelchair, I lowered my head. I was too scared to even look at my father. I didn't want to see the disappointment and horror on his face. All that hate I had accumulated for him over the years, all the resentment against him for not understanding what I was going through, just released with the tears. ""So, where are your parents?"" the stewardess asked me after a few minutes. ""I can't wait here with you much longer."" I looked up and wiped my eyes. My father was standing ten feet away. He didn't even recognize me. In the underbelly of Las Vegas, a cesspool of warring biker gangs and seedy strip clubs transformed the gawky, brace-faced Jenna Massoli into the bombshell Jenna Jameson. Today, Jenna Jameson is the biggest star in the history of adult movies, consistently ranked as one of the most beautiful women alive. But behind the glamour and the meteoric rise to fame was a path paved with tragedy and heartbreak. As a teenager drawn into a chaotic world ruled by rape, abuse, and murder, Jenna plunged into a downward spiral of addiction, even as she became one of the most photographed women in adult magazines. Determined to overcome this past, Jenna rebounded in the adult-film business, where she encountered sadistic directors, experienced lovers of both sexes, amorous celebrities (from Howard Stern to Marilyn Manson to Tommy Lee), bitter rival starlets, and finally, glory, as she went on to become the biggest porn star the world has ever seen. But her struggle for happiness did not end when the accolades began. For years she wrestled with her resentment at her estranged father, the loneliness of growing up from the age of two without a mother, and her enduring childhood desire to find a man who could give her the security and love she never had. Her unforgettable memoir is many things at once: a shocking sexual history, an insider's guide to the secret workings of the billion-dollar adult-film industry, and a gripping thriller that probes deep into Jenna's dark past. An unparalleled exploration of sexual freedom, How to Make Love Like a Porn Star ventures far beyond the flesh, into the heart-shredding tragedies and adrenaline-pumping triumphs of a woman who has already lived a hundred lifetimes. Always witty and humorous even as she faces the demons of her past, Jenna offers hilarious anecdotes about one of the most controversial businesses in history, and shares outrageous advice, including her ten commandments of dating and sex, how to become a ""suitcase pimp,"" and how to make it in the business as a female (or a male). Add to this never-before-seen photographs from Jenna's private collection and others taken exclusively for this book, and the result is certain to be one of the most talked-about books of the year.",2004.0,3.75,592.0,10211.0,"rgb(36, 30, 26)",Non-Fiction
